,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-69027,1894.6946777343749,574.14990234375,1,1902.2830877847966,594.8701688144438,96.94660315392844,-21.21586978083591,Bd RLB-69027,4634.436385821661,701587.2481082131,0.0,0.0,2189.0983224860674,633691.7079687086,0.0,0.0,35.45748639984271,701587.2481082131,0.0,0.0,34.31369651597681,678955.401395045,0.0,0.0,35.45748639984271,701587.2481082131,0.0,0.0,34.31369651597681,678955.401395045,0.0,0.0,35.45748639984271,701587.2481082131,0.0,0.0,35.45748639984271,701587.2481082131,0.0,0.0,34.31369651597681,678955.401395045,0.0,0.0,35.45748639984271,701587.2481082131,0.0,0.0,1947.5700661937638,678955.401395045,0.0,0.0,4358.154180530596,701587.2481082131,0.0,0.0
RLB-71293,515.09970703125,156.0908203125,1,447.8073633731851,163.14982464354293,24.148606169137413,-4.6588829553191475,Bd RLB-71293,1234.417109233235,404998.7309007419,0.0,0.0,595.8194774087556,365805.30532970227,0.0,0.0,28.99873566987857,404998.7309007419,0.0,0.0,28.063292583753455,391934.25571039534,0.0,0.0,28.99873566987857,404998.7309007419,0.0,0.0,28.063292583753455,391934.25571039534,0.0,0.0,28.99873566987857,404998.7309007419,0.0,0.0,28.99873566987857,404998.7309007419,0.0,0.0,28.063292583753455,391934.25571039534,0.0,0.0,28.99873566987857,404998.7309007419,0.0,0.0,569.2115967563967,391934.25571039534,0.0,0.0,1181.3881677614897,404998.7309007419,0.0,0.0
RLB-71026,679.7017089843749,205.97021484375,1,656.8128337971558,199.64353745852355,33.4990129740127,-8.74847775809415,Bd RLB-71026,1594.8559967885017,441117.2133905542,0.0,0.0,756.2401328358762,398428.4508043715,0.0,0.0,35.62165375241426,441117.2133905542,0.0,0.0,34.472568147497675,426887.62586182664,0.0,0.0,35.62165375241426,441117.2133905542,0.0,0.0,34.472568147497675,531644.8236947157,0.0,0.0,35.62165375241426,769286.3468900586,0.0,0.0,35.62165375241426,569162.7479427861,0.0,0.0,34.472568147497675,426887.62586182664,0.0,0.0,35.62165375241426,441117.2133905542,0.0,0.0,647.0950473036994,426887.62586182664,0.0,0.0,1481.142448420881,441117.2133905542,0.0,0.0
RLB-68537,1e-05,1e-05,1,170.2846727745889,48.15618767015396,7.099328047787477,-1.0112172450751271,Bd RLB-68537,431.77372780478424,305417.21727697976,0.0,0.0,205.2007758285288,275860.7123792075,0.0,0.0,8.45129301267913,305417.21727697976,0.0,0.0,8.178670657431416,295565.04897772236,0.0,0.0,8.45129301267913,305417.21727697976,0.0,0.0,8.178670657431416,307405.3197407211,0.0,0.0,8.45129301267913,346791.76222802035,0.0,0.0,8.45129301267913,320958.23134636757,0.0,0.0,8.178670657431416,295565.04897772236,0.0,0.0,8.45129301267913,305417.21727697976,0.0,0.0,169.15961067002652,295565.04897772236,0.0,0.0,401.01597467901746,305417.21727697976,0.0,0.0
RLB-78635,74.5295654296875,22.584716796875,1,118.06741463226561,29.83468712071704,5.427898018885998,-1.267403424899932,Bd RLB-78635,256.1421970668228,315268.87495229795,0.0,0.0,121.918501243327,284758.98382788204,0.0,0.0,7.181780577609397,315268.87495229795,0.0,0.0,6.95011023639619,305098.9112441593,0.0,0.0,7.181780577609397,315268.87495229795,0.0,0.0,6.95011023639619,368472.5970699351,0.0,0.0,7.181780577609397,475445.2626303928,0.0,0.0,7.181780577609397,400672.7487086442,0.0,0.0,6.95011023639619,308431.6352760075,0.0,0.0,7.181780577609397,315268.87495229795,0.0,0.0,98.14368272175203,305098.9112441593,0.0,0.0,236.03126709890935,315268.87495229795,0.0,0.0
RLB-70911,906.26572265625,274.6259765625,1,832.5387528478537,242.9921392623855,42.506968349051526,-10.351766189371531,Bd RLB-70911,2406.451030578467,486579.14105491387,0.0,0.0,1142.2189170726547,439490.83708185767,0.0,0.0,41.70122718727611,486579.14105491387,0.0,0.0,40.356026310267204,470883.0397305618,0.0,0.0,41.70122718727611,486579.14105491387,0.0,0.0,40.356026310267204,494573.6619299545,0.0,0.0,41.70122718727611,606849.4853261872,0.0,0.0,41.70122718727611,529351.1284489991,0.0,0.0,40.356026310267204,470883.0397305618,0.0,0.0,41.70122718727611,486579.14105491387,0.0,0.0,996.0427012701115,470883.0397305618,0.0,0.0,2246.351123505397,486579.14105491387,0.0,0.0
RLB-70802,8956.183886718749,2713.9951171875,1,2808.0633730861264,1593.521621355117,217.68637804199668,-72.75192610740987,Bd RLB-70802,0.0,36594205.97400264,0.0,0.0,0.0,17966873.792389095,0.0,0.0,0.0,1512224.3889547228,0.0,0.0,0.0,1463442.9570529575,0.0,0.0,0.0,1512224.3889547228,0.0,0.0,0.0,1463442.9570529575,0.0,0.0,0.0,1512224.3889547228,0.0,0.0,0.0,1512224.3889547228,0.0,0.0,0.0,1463442.9570529575,0.0,0.0,0.0,1512224.3889547228,0.0,0.0,0.0,18427423.072198734,0.0,0.0,0.0,34588005.76934648,0.0,0.0
RLB-68134,691.7173828125,209.611328125,1,683.1412846173913,211.0811739691505,34.82654142750011,-8.468215794605161,Bd RLB-68134,1967.4856936551007,444463.9858669614,0.0,0.0,939.5002629271335,401451.3420733845,0.0,0.0,41.762152262771714,444463.9858669614,0.0,0.0,40.41498606074682,430126.43793576915,0.0,0.0,41.762152262771714,444463.9858669614,0.0,0.0,40.41498606074682,452078.31112002366,0.0,0.0,41.762152262771714,545920.800409783,0.0,0.0,41.762152262771714,480013.7644018311,0.0,0.0,40.41498606074682,430126.43793576915,0.0,0.0,41.762152262771714,444463.9858669614,0.0,0.0,818.2158677181459,430126.43793576915,0.0,0.0,1838.3862314909395,444463.9858669614,0.0,0.0
RLB-91603,487.28173828125,147.6611328125,1,514.0781435814029,274.70787029950276,29.696226603473185,-5.874066932325027,Bd RLB-91603,1486.7526234227137,406743.27749464766,0.0,0.0,722.1872413773228,367381.0248338753,0.0,0.0,27.688032051260254,406743.27749464766,0.0,0.0,26.79486972702605,393622.52660772356,0.0,0.0,27.688032051260254,406743.27749464766,0.0,0.0,26.79486972702605,393622.52660772356,0.0,0.0,27.688032051260254,406743.27749464766,0.0,0.0,27.688032051260254,406743.27749464766,0.0,0.0,26.79486972702605,393622.52660772356,0.0,0.0,27.688032051260254,406743.27749464766,0.0,0.0,673.6431989050702,393622.52660772356,0.0,0.0,1413.7070903141755,406743.27749464766,0.0,0.0
RLB-71021,3195.04130859375,968.1943359375,1,2146.4338529815377,979.6407514010657,128.22276888071585,-29.94717479464556,Bd RLB-71021,6404.760248572837,940022.8629847777,0.0,0.0,3056.5389348906747,849052.9085023798,0.0,0.0,35.42087492892172,940022.8629847777,0.0,0.0,34.27826606024683,909699.5448239783,0.0,0.0,35.42087492892172,940022.8629847777,0.0,0.0,34.27826606024683,909699.5448239783,0.0,0.0,35.42087492892172,940022.8629847777,0.0,0.0,35.42087492892172,940022.8629847777,0.0,0.0,34.27826606024683,909699.5448239783,0.0,0.0,35.42087492892172,940022.8629847777,0.0,0.0,2855.771132547501,909699.5448239783,0.0,0.0,6052.396818431828,940022.8629847777,0.0,0.0
RLB-79217,2319.5761230468747,702.90185546875,1,1394.5555697689779,478.6391032623277,80.20862789890806,-19.55049406030911,Bd RLB-79217,4842.679479421151,749811.6149282175,0.0,0.0,2326.68365827603,677249.2005803254,0.0,0.0,41.527860403464196,749811.6149282175,0.0,0.0,40.188252003352446,725624.1434789202,0.0,0.0,41.527860403464196,749811.6149282175,0.0,0.0,40.188252003352446,725624.1434789202,0.0,0.0,41.527860403464196,749811.6149282175,0.0,0.0,41.527860403464196,749811.6149282175,0.0,0.0,40.188252003352446,725624.1434789202,0.0,0.0,41.527860403464196,749811.6149282175,0.0,0.0,2146.2902438886663,725624.1434789202,0.0,0.0,4571.328523661785,749811.6149282175,0.0,0.0
RLB-64881,2054.7205078125,622.642578125,1,359.4336160270997,284.1873234685722,26.054481803140586,-10.722770876288855,Bd RLB-64881,2776.1080399737157,539450.7976241679,0.0,0.0,1355.111486540343,523471.6286252565,0.0,0.0,23.9923269816,581043.3218429179,0.0,0.0,23.218380949935483,554920.6700672391,0.0,0.0,23.9923269816,586242.3873702616,0.0,0.0,365.2710353740411,1550291.6715558663,0.0,0.0,336.03596845522407,2161318.4525699927,0.0,0.0,373.84846674838695,2398261.101751613,0.0,0.0,382.9770019332722,1381538.9620797469,0.0,0.0,23.9923269816,586242.3873702616,0.0,0.0,1248.1800207798708,565318.8011219266,0.0,0.0,2629.9575203872514,570645.1907882304,0.0,0.0
RLB-75300,4352.152158075572,1318.8339872956278,1,2929.710927665405,919.9007416144256,161.38031390222423,-36.85694056663698,Bd RLB-75300,9574.128154678203,1158059.4464669637,0.0,0.0,4564.841592304625,1045989.1774540318,0.0,0.0,41.3226927593341,1158059.4464669637,0.0,0.0,39.989702670323325,1120702.6901293197,0.0,0.0,41.3226927593341,1158059.4464669637,0.0,0.0,39.989702670323325,1120702.6901293197,0.0,0.0,41.3226927593341,1158059.4464669637,0.0,0.0,41.3226927593341,1158059.4464669637,0.0,0.0,39.989702670323325,1120702.6901293197,0.0,0.0,41.3226927593341,1158059.4464669637,0.0,0.0,4249.3147338030785,1120702.6901293197,0.0,0.0,9073.09158519537,1158059.4464669637,0.0,0.0
RLB-79507,897.9287117722419,272.0996096279521,1,592.3464192894883,226.6351364066582,34.099639824893444,-9.789282491449782,Bd RLB-79507,1724.928759928621,476013.76330837747,0.0,0.0,826.5665744425108,429947.9152462764,0.0,0.0,35.618967981068565,476013.76330837747,0.0,0.0,34.46996901393732,460658.4806210104,0.0,0.0,35.618967981068565,476013.76330837747,0.0,0.0,34.46996901393732,460658.4806210104,0.0,0.0,35.618967981068565,476013.76330837747,0.0,0.0,35.618967981068565,476013.76330837747,0.0,0.0,34.46996901393732,460658.4806210104,0.0,0.0,35.618967981068565,476013.76330837747,0.0,0.0,749.1575746577826,460658.4806210104,0.0,0.0,1617.638837411617,476013.76330837747,0.0,0.0
RLB-67874,894.544921875,271.07421875,1,734.1107308046395,313.6627061280913,41.50717771593875,-9.535863142132856,Bd RLB-67874,2092.9086505727228,483639.5065734495,0.0,0.0,1007.1596396572088,436835.683356664,0.0,0.0,35.58738668224475,483639.5065734495,0.0,0.0,34.43940646668847,468038.2321678543,0.0,0.0,35.58738668224475,483639.5065734495,0.0,0.0,34.43940646668847,468038.2321678543,0.0,0.0,35.58738668224475,483639.5065734495,0.0,0.0,35.58738668224475,483639.5065734495,0.0,0.0,34.43940646668847,468038.2321678543,0.0,0.0,35.58738668224475,483639.5065734495,0.0,0.0,951.2712277761339,468038.2321678543,0.0,0.0,1995.8983915126537,483639.5065734495,0.0,0.0
RLB-68610,15057.853271484375,4562.98583984375,1,4613.635907501787,2024.5378792634676,341.2227586655739,-128.93081100166594,Bd RLB-68610,17801.48023374691,3035584.973308946,0.0,0.0,8406.55635170428,2741818.6855693706,0.0,0.0,35.269825348263424,3035584.973308946,0.0,0.0,34.13208904670654,2937662.877395754,0.0,0.0,35.269825348263424,3035584.973308946,0.0,0.0,34.13208904670654,2937662.877395754,0.0,0.0,35.269825348263424,3175314.3557442776,0.0,0.0,35.269825348263424,3035584.973308946,0.0,0.0,34.13208904670654,2937662.877395754,0.0,0.0,35.269825348263424,3035584.973308946,0.0,0.0,7655.141967679116,2937662.877395754,0.0,0.0,16583.459455434833,3035584.973308946,0.0,0.0
RLB-52991,1e-05,1e-05,1,126.90772085858126,32.876407115116706,5.192984242478517,-0.8387540008224238,Bd RLB-52991,266.11954945578185,303318.10398607794,0.0,0.0,126.89372541583494,273964.7390841994,0.0,0.0,7.182809580631957,303318.10398607794,0.0,0.0,6.951106045772862,293533.6490187851,0.0,0.0,7.182809580631957,303318.10398607794,0.0,0.0,6.951106045772862,345236.1449156661,0.0,0.0,7.182809580631957,440030.7351322901,0.0,0.0,7.182809580631957,369900.5374023375,0.0,0.0,6.951106045772862,294304.19736538513,0.0,0.0,7.182809580631957,303318.10398607794,0.0,0.0,100.9324898882896,293533.6490187851,0.0,0.0,244.56550954450486,303318.10398607794,0.0,0.0
RLB-65024,203.58808593749998,61.693359375,1,219.57469347017303,87.35286909860999,11.671713166297948,-2.6727762181472157,Bd RLB-65024,671.012072064166,342390.6089501115,0.0,0.0,319.75944383434006,309256.03389042325,0.0,0.0,17.257624844244358,342390.6089501115,0.0,0.0,16.700927268623573,331345.7505968821,0.0,0.0,17.257624844244358,342390.6089501115,0.0,0.0,16.700927268623573,331345.7505968821,0.0,0.0,17.257624844244358,342390.6089501115,0.0,0.0,17.257624844244358,342390.6089501115,0.0,0.0,16.700927268623573,331345.7505968821,0.0,0.0,17.257624844244358,342390.6089501115,0.0,0.0,297.80029120270376,331345.7505968821,0.0,0.0,637.836540687123,342390.6089501115,0.0,0.0
RLB-92969,1479.542431640625,448.34619140625,1,1229.7568304721874,404.2439068516357,65.43454422669613,-15.686045900369487,Bd RLB-92969,3694.3221633024527,601760.1086299153,0.0,0.0,1747.2790174044833,543525.2594076653,0.0,0.0,41.58829134886785,601760.1086299153,0.0,0.0,40.2467335634205,582348.4922224986,0.0,0.0,41.58829134886785,601760.1086299153,0.0,0.0,40.2467335634205,610418.227491956,0.0,0.0,41.58829134886785,772873.5637503724,0.0,0.0,41.58829134886785,659641.9503844958,0.0,0.0,40.2467335634205,582348.4922224986,0.0,0.0,41.58829134886785,601760.1086299153,0.0,0.0,1540.6050092348464,582348.4922224986,0.0,0.0,3438.99425457889,601760.1086299153,0.0,0.0
RLB-74449,1e-05,1e-05,1,65.51820891067524,26.762002626065694,2.999106958277414,-0.8618329369740744,Bd RLB-74449,179.20978889860635,303105.605177,0.0,0.0,85.04432660661355,273772.80467599997,0.0,0.0,8.469086383712641,303105.605177,0.0,0.0,8.195890048754169,293328.00501,0.0,0.0,8.469086383712641,303105.605177,0.0,0.0,8.195890048754169,329416.81878856703,0.0,0.0,8.469086383712641,421074.8605561483,0.0,0.0,8.469086383712641,372788.0987672741,0.0,0.0,8.195890048754169,301020.66107997054,0.0,0.0,8.469086383712641,303105.605177,0.0,0.0,76.77790502947906,293328.00501,0.0,0.0,163.80724280535568,303105.605177,0.0,0.0
RLB-71125,2396.9666015625,726.353515625,1,1742.9612474169523,489.4661414005326,92.52861181625575,-25.354290501605526,Bd RLB-71125,5142.9287515684555,775518.3200821781,0.0,0.0,2400.8693029154933,700468.1600742254,0.0,0.0,41.47760167070699,775518.3200821781,0.0,0.0,40.139614520039025,750501.6000795271,0.0,0.0,41.47760167070699,775518.3200821781,0.0,0.0,40.139614520039025,1545944.0708897146,0.0,0.0,41.47760167070699,3119464.028891554,0.0,0.0,41.47760167070699,1876447.7575022567,0.0,0.0,40.139614520039025,752956.4318653501,0.0,0.0,41.47760167070699,775518.3200821781,0.0,0.0,2010.0029232651982,750501.6000795271,0.0,0.0,4716.3022325089905,775518.3200821781,0.0,0.0
RLB-70981,3769.2413085937496,1142.1943359375,1,2160.9756207132878,734.5864057476581,125.516110098262,-36.18781596489935,Bd RLB-70981,6161.096809260633,1027122.3068662421,0.0,0.0,2884.8254153950065,927723.3739437026,0.0,0.0,35.42375875532675,1027122.3068662421,0.0,0.0,34.28105685999363,993989.3292253956,0.0,0.0,35.42375875532675,1027122.3068662421,0.0,0.0,34.28105685999363,1234847.0880896598,0.0,0.0,35.42375875532675,2030657.7796832635,0.0,0.0,35.42375875532675,1441083.4289874553,0.0,0.0,34.28105685999363,993989.3292253956,0.0,0.0,35.42375875532675,1027122.3068662421,0.0,0.0,2516.9379888572385,993989.3292253956,0.0,0.0,5699.260404288761,1027122.3068662421,0.0,0.0
RLB-79286,552.087744140625,167.29931640625,1,765.7314345204587,162.52985457073544,34.769223096635685,-6.992175683993548,Bd RLB-79286,1657.818243760789,422495.94303968316,0.0,0.0,786.6147958171567,381609.2388745525,0.0,0.0,30.655149304554218,422495.94303968316,0.0,0.0,29.66627352053634,408867.04165130627,0.0,0.0,30.655149304554218,422495.94303968316,0.0,0.0,29.66627352053634,438339.8558479008,0.0,0.0,30.655149304554218,548562.852227191,0.0,0.0,30.655149304554218,472678.97776683175,0.0,0.0,29.66627352053634,408867.04165130627,0.0,0.0,30.655149304554218,422495.94303968316,0.0,0.0,662.1960087550863,408867.04165130627,0.0,0.0,1544.052613193629,422495.94303968316,0.0,0.0
RLB-68615,2658.50771484375,805.6083984375,1,1954.2336519714195,450.7339370255537,100.31567759943287,-25.011894744206618,Bd RLB-68615,5793.378546522315,825123.0667893812,0.0,0.0,2750.2109304995197,745272.4474226669,0.0,0.0,41.44653958241213,825123.0667893812,0.0,0.0,40.10955443459238,798506.1936671432,0.0,0.0,41.44653958241213,825123.0667893812,0.0,0.0,40.10955443459238,820805.4560770604,0.0,0.0,41.44653958241213,1023993.9338001977,0.0,0.0,41.44653958241213,871963.457030189,0.0,0.0,40.10955443459238,798506.1936671432,0.0,0.0,41.44653958241213,825123.0667893812,0.0,0.0,2389.1158050242507,798506.1936671432,0.0,0.0,5393.143487329215,825123.0667893812,0.0,0.0
RLB-78902,919.286865234375,278.57177734375,1,950.090215979229,374.5853518581174,50.71267983166689,-11.011663409024827,Bd RLB-78902,2399.7360443430266,497657.35514710436,0.0,0.0,1144.7883721316825,449496.9659393201,0.0,0.0,35.556478173497666,497657.35514710436,0.0,0.0,34.40949500661065,481603.89207784296,0.0,0.0,35.556478173497666,497657.35514710436,0.0,0.0,34.40949500661065,482528.363751976,0.0,0.0,35.556478173497666,544480.7073637729,0.0,0.0,35.556478173497666,500699.5172765582,0.0,0.0,34.40949500661065,481603.89207784296,0.0,0.0,35.556478173497666,497657.35514710436,0.0,0.0,1018.8073315833623,481603.89207784296,0.0,0.0,2242.819154053273,497657.35514710436,0.0,0.0
RLB-78735,4769.3419189453125,1445.255126953125,1,2834.067057253824,995.6651528654595,164.21081282008763,-41.842739929523226,Bd RLB-78735,8289.620780227191,1226624.3894360876,0.0,0.0,3940.2454465687697,1107918.8033616275,0.0,0.0,35.38257582164158,1226624.3894360876,0.0,0.0,34.24120240804024,1187055.8607446009,0.0,0.0,35.38257582164158,1226624.3894360876,0.0,0.0,34.24120240804024,1187055.8607446009,0.0,0.0,35.38257582164158,1226624.3894360876,0.0,0.0,35.38257582164158,1226624.3894360876,0.0,0.0,34.24120240804024,1187055.8607446009,0.0,0.0,35.38257582164158,1226624.3894360876,0.0,0.0,3605.0450831826756,1187055.8607446009,0.0,0.0,7784.9651867020775,1226624.3894360876,0.0,0.0
RLB-68893,328.001953125,99.39453125,1,529.5487596257838,136.6387906159039,24.38444499222985,-5.12547462980753,Bd RLB-68893,1152.195648678187,375906.7488979691,0.0,0.0,546.6948418057665,339528.6764239721,0.0,0.0,20.36543582299935,375906.7488979691,0.0,0.0,19.70848628032195,363780.7247399701,0.0,0.0,20.36543582299935,375906.7488979691,0.0,0.0,19.70848628032195,447264.3343328907,0.0,0.0,20.36543582299935,609180.1767802183,0.0,0.0,20.36543582299935,463621.9762079911,0.0,0.0,19.70848628032195,363780.7247399701,0.0,0.0,20.36543582299935,375906.7488979691,0.0,0.0,451.9658465352612,363780.7247399701,0.0,0.0,1070.79160986984,375906.7488979691,0.0,0.0
RLB-67570,28051.87719696822,8500.568847566128,1,3895.630738377187,1761.0436267947573,253.9716098605087,-151.79830085103688,Bd RLB-67570,31297.084741026203,3487422.964013867,0.0,0.0,15160.763359874962,3644498.998898663,0.0,0.0,324.37272880227556,4055260.9630312845,0.0,0.0,313.90909238929896,3823700.641817508,0.0,0.0,324.37272880227556,4126240.7129084617,0.0,0.0,4619.723841156993,19328439.106623698,0.0,0.0,4230.428958411666,29373543.87855772,0.0,0.0,4827.958823697701,31547518.49638993,0.0,0.0,4746.834480490525,16400835.432787107,0.0,0.0,324.37272880227556,4126240.7129084617,0.0,0.0,13535.700753823137,3965660.141571862,0.0,0.0,29056.931636744437,3913301.46327693,0.0,0.0
RLB-67003,4917.66064453125,1490.2001953125,1,2331.8008634175912,862.9577896199924,144.81016159481524,-48.25760712637415,Bd RLB-67003,8326.72800416708,1228530.0062485642,0.0,0.0,3905.3432017591404,1109640.0056438646,0.0,0.0,41.35622589903806,1228530.0062485642,0.0,0.0,40.022154095843284,1188900.0060469976,0.0,0.0,41.35622589903806,1228530.0062485642,0.0,0.0,40.022154095843284,2762430.6384968883,0.0,0.0,41.35622589903806,5661134.526504043,0.0,0.0,41.35622589903806,3292403.0506090913,0.0,0.0,40.022154095843284,1190952.4737055597,0.0,0.0,41.35622589903806,1228530.0062485642,0.0,0.0,3303.472258697864,1188900.0060469976,0.0,0.0,7634.506099092568,1228530.0062485642,0.0,0.0
RLB-67297,1e-05,1e-05,1,166.59135322111092,43.50575675248567,6.828156157475223,-1.1055185571230428,Bd RLB-67297,408.8917718765387,305118.62448511913,0.0,0.0,193.72462420199008,275591.0156639785,0.0,0.0,8.453587190458423,305118.62448511913,0.0,0.0,8.180890829475892,295276.0882114056,0.0,0.0,8.453587190458423,305118.62448511913,0.0,0.0,8.180890829475892,361793.93170936004,0.0,0.0,8.453587190458423,482377.88575927954,0.0,0.0,8.453587190458423,391680.2394149871,0.0,0.0,8.180890829475892,296306.26817178156,0.0,0.0,8.453587190458423,305118.62448511913,0.0,0.0,153.47703720874037,295276.0882114056,0.0,0.0,375.55585342992356,305118.62448511913,0.0,0.0
RLB-71120,741.27216796875,224.6279296875,1,537.3912439803546,225.21072902584174,30.961832189107632,-9.21428052642383,Bd RLB-71120,1509.8654406609687,447982.57185928896,0.0,0.0,715.904038821666,404629.4197438739,0.0,0.0,35.63300351572908,447982.57185928896,0.0,0.0,34.48355178941524,433531.5211541506,0.0,0.0,35.63300351572908,447982.57185928896,0.0,0.0,34.48355178941524,495677.93413368723,0.0,0.0,35.63300351572908,685444.2516812198,0.0,0.0,35.63300351572908,544304.9873382455,0.0,0.0,34.48355178941524,433531.5211541506,0.0,0.0,35.63300351572908,447982.57185928896,0.0,0.0,629.1320929353408,433531.5211541506,0.0,0.0,1402.5160374728011,447982.57185928896,0.0,0.0
RLB-68888,2379.8744384765623,721.174072265625,1,1087.3854623448053,432.543376845593,69.22997426099263,-20.706253871393496,Bd RLB-68888,4208.139949085825,747182.3264701783,0.0,0.0,2010.0733101394087,674874.359392419,0.0,0.0,41.57274998882418,747182.3264701783,0.0,0.0,40.231693537571786,723079.6707775919,0.0,0.0,41.57274998882418,747182.3264701783,0.0,0.0,40.231693537571786,723079.6707775919,0.0,0.0,41.57274998882418,747182.3264701783,0.0,0.0,41.57274998882418,747182.3264701783,0.0,0.0,40.231693537571786,723079.6707775919,0.0,0.0,41.57274998882418,747182.3264701783,0.0,0.0,1841.0602347561528,723079.6707775919,0.0,0.0,3946.41347856242,747182.3264701783,0.0,0.0
